Age,Gender,Education Level,Job Title,Years of Experience,Salary
24,Male,Bachelor's,IT Consultant,3.6,64500
22,Male,Bachelor's,Database Administrator,3.1,53100
23,Female,Master's,Junior Network Technician,1.5,45500
22,Male,Bachelor's,Junior Cybersecurity Analyst,0.3,30100
23,Male,Bachelor's,Junior Business Intelligence Analyst,0.1,25900
29,Male,Master's,Senior Backend Developer,7.5,119800
38,Female,Master's,Principal Cloud Architect,18.0,200200
27,Male,Master's,Web Developer,5.4,93100
24,Female,Bachelor's,Junior Database Administrator,1.5,40700
25,Male,Master's,System Administrator,4.2,71100
31,Male,Bachelor's,Data Engineer,8.1,106100
22,Female,Master's,Trainee Software Engineer,1.1,37900
47,Male,Master's,VP of Data & Analytics,24.9,255000
21,Female,Master's,IT Support Technician,1.9,47500
25,Female,PhD,Business Intelligence Analyst,3.4,72000
34,Female,Bachelor's,Lead Data Scientist,12.7,155400
31,Female,PhD,Senior Automation Engineer,9.8,149000
21,Female,Master's,Junior Data Analyst,0.8,38600
30,Male,Bachelor's,Senior DevOps Engineer,9.0,129000
26,Male,Master's,Technical Support Engineer,5.6,99100
30,Male,Master's,Senior Cybersecurity Analyst,10.8,156500
22,Female,Bachelor's,Software Test Engineer,2.4,51100
48,Female,Bachelor's,Director of Data Science,28.6,256300
24,Male,Bachelor's,Cloud Support Engineer,4.6,71800
33,Male,Master's,Senior Cybersecurity Analyst,9.7,131600
29,Male,Master's,Senior QA Engineer,9.6,135400
30,Female,PhD,Cloud Solutions Architect,8.8,139800
36,Male,Master's,Lead Data Engineer,14.2,170000
20,Male,Bachelor's,Junior Cloud Support Engineer,1.0,34300
21,Female,Master's,Junior Web Developer,0.2,31300
29,Female,PhD,Senior UI/UX Designer,6.8,112500
21,Female,Bachelor's,Junior Mobile App Developer,0.7,30800
26,Male,Bachelor's,Business Intelligence Analyst,3.2,52900
25,Male,Bachelor's,System Administrator,6.0,89000
25,Female,Bachelor's,Business Intelligence Analyst,5.9,93200
23,Male,Bachelor's,Junior Network Technician,1.9,46500
37,Female,Master's,Engineering Manager,16.2,180000
23,Female,Bachelor's,Help Desk Technician,1.7,42800
25,Female,Bachelor's,Full Stack Developer,3.2,62100
20,Male,Master's,Junior Cybersecurity Analyst,1.0,40200
26,Male,Master's,DevOps Engineer,3.6,75800
34,Female,Master's,Lead Cybersecurity Engineer,12.9,164100
26,Male,Bachelor's,Data Analyst,4.0,70100
31,Female,Master's,Senior Data Engineer,11.3,160400
31,Female,PhD,Engineering Manager,10.0,145000
24,Male,Master's,Cloud Support Engineer,4.0,80800
25,Female,Bachelor's,Data Analyst,5.2,81500
33,Female,Master's,IT Program Manager,12.3,153500
31,Female,Master's,Information Security Analyst,10.6,154300
35,Male,Bachelor's,Network Manager,15.7,164200
29,Female,Bachelor's,Senior Automation Engineer,8.7,112300
24,Male,PhD,Junior Cloud Support Engineer,1.5,46100
21,Male,Bachelor's,Junior QA Tester,0.2,25300
19,Male,Master's,Junior QA Tester,0.4,33200
24,Male,Master's,System Administrator,3.7,65400
22,Female,Bachelor's,Junior Network Technician,1.9,44900
24,Male,PhD,Backend Developer,4.7,91400
22,Female,Bachelor's,Full Stack Developer,2.6,58500
24,Female,Bachelor's,Junior Software Developer,1.3,40300
22,Female,Master's,Backend Developer,3.4,69100
22,Female,Bachelor's,IT Consultant,2.1,45000
24,Female,Bachelor's,Frontend Developer,4.6,74900
34,Male,Master's,Database Manager,11.6,154500
27,Female,Master's,Data Analyst,5.5,95600
30,Male,Master's,Principal Engineer,10.5,140200
21,Male,Bachelor's,Junior Cybersecurity Analyst,1.6,41800
20,Female,Master's,Help Desk Technician,0.1,26400
27,Male,Master's,Senior Cloud Engineer,6.8,104400
29,Male,Master's,Senior Full Stack Developer,10.5,154000
22,Female,PhD,Junior System Administrator,0.1,32300
26,Female,Bachelor's,Data Engineer,6.5,91300
24,Female,Bachelor's,QA Engineer,2.1,52400
21,Female,Bachelor's,IT Support Technician,1.6,44100
23,Female,Master's,Junior Cybersecurity Analyst,0.9,39500
33,Female,Master's,Lead Cybersecurity Engineer,10.8,146200
27,Female,Bachelor's,Data Scientist,7.1,103500
24,Female,Bachelor's,Software Test Engineer,2.9,58800
25,Female,Master's,DevOps Engineer,3.7,64000
46,Female,PhD,VP of Data & Analytics,23.0,261400
23,Male,Bachelor's,Frontend Developer,2.7,57500
26,Male,Master's,Web Developer,4.2,72700
28,Male,Master's,Cybersecurity Analyst,5.1,90200
22,Male,Master's,IT Consultant,3.0,63800
20,Male,Master's,Junior Business Intelligence Analyst,0.6,35100
38,Male,Bachelor's,Network Manager,17.0,176900
21,Male,Bachelor's,Junior System Administrator,1.3,40800
25,Female,Master's,Automation Engineer,4.0,77900
27,Female,PhD,IT Business Analyst,4.3,85900
22,Male,Bachelor's,Junior DevOps Engineer,2.0,48700
27,Male,Master's,Backend Developer,5.0,86900
23,Female,Bachelor's,UI/UX Designer,3.2,59700
20,Female,Master's,Junior Database Administrator,0.6,36100
25,Female,Master's,Senior Data Analyst,6.2,98800
25,Male,Master's,Backend Developer,5.6,99400
31,Female,PhD,Senior Cloud Engineer,11.7,170300
21,Male,Master's,Trainee Software Engineer,0.5,33700
21,Female,Bachelor's,Junior QA Tester,1.5,38600
25,Female,Bachelor's,Network Engineer,4.4,77400
31,Male,Master's,Senior Mobile App Developer,11.8,165500
22,Female,Master's,Junior DevOps Engineer,1.4,45100
32,Female,Bachelor's,IT Project Manager,11.3,144400
32,Male,PhD,Senior Data Engineer,10.0,156900
24,Female,Master's,Trainee Software Engineer,1.5,43300
24,Female,Bachelor's,Junior Mobile App Developer,1.7,41400
37,Male,PhD,Network Manager,15.7,191200
23,Male,Master's,Mobile App Developer,4.7,86100
28,Male,PhD,Senior Cybersecurity Analyst,7.2,120700
36,Female,PhD,Infrastructure Manager,15.5,206100
21,Male,Bachelor's,Junior Data Analyst,0.4,28800
23,Male,Bachelor's,Help Desk Technician,1.6,40900
22,Female,Bachelor's,IT Support Technician,1.0,36600
32,Male,Master's,Senior DevOps Engineer,9.6,132400
23,Female,Bachelor's,Full Stack Developer,3.3,60000
37,Male,Master's,Network Manager,17.5,197100
21,Male,Master's,Cloud Support Engineer,2.6,57100
22,Female,PhD,Data Analyst,2.7,61800
47,Male,Master's,Chief Technology Officer,26.3,260600
28,Female,PhD,Senior Network Engineer,9.2,142600
26,Male,Master's,IT Business Analyst,4.0,80500
27,Male,Master's,Cloud Support Engineer,4.6,83600
26,Male,Bachelor's,Mobile App Developer,4.9,85300
31,Female,Master's,Senior Database Administrator,10.1,148000
26,Female,Bachelor's,Software Engineer,3.5,70800
32,Female,Bachelor's,Principal Engineer,13.2,146400
48,Male,Master's,Chief Information Officer,28.9,275500
36,Male,Master's,Lead Software Engineer,13.1,159400
23,Female,PhD,Mobile App Developer,2.1,53100
34,Male,Bachelor's,Principal Engineer,15.5,169600
21,Female,Bachelor's,Junior Web Developer,1.1,37200
26,Male,Bachelor's,Web Developer,3.4,65200
22,Female,Bachelor's,Trainee Software Engineer,0.2,29500
34,Female,Bachelor's,Infrastructure Manager,15.3,162000
25,Female,Bachelor's,Cybersecurity Analyst,3.7,63100
23,Female,Bachelor's,Junior Network Technician,0.9,33400
28,Female,Master's,Frontend Developer,5.4,90300
23,Male,Master's,Backend Developer,2.9,61200
30,Female,Master's,Senior Frontend Developer,10.7,159000
26,Female,Master's,Backend Developer,3.3,67600
23,Female,Master's,Backend Developer,3.9,77900
29,Male,Bachelor's,Senior Data Engineer,8.1,116300
30,Male,Bachelor's,Senior Cloud Engineer,7.8,111400
21,Female,Bachelor's,Junior UI/UX Designer,1.9,45400
30,Male,Master's,Network Manager,11.4,146900
20,Male,PhD,Junior Web Developer,0.0,30900
27,Female,Bachelor's,Senior Mobile App Developer,7.5,112400
21,Female,Bachelor's,Junior System Administrator,1.5,39700
27,Male,Master's,Full Stack Developer,4.0,80900
32,Male,Bachelor's,Senior Web Developer,9.7,131000
23,Male,Bachelor's,Junior Business Intelligence Analyst,2.0,45900
23,Male,Bachelor's,Junior UI/UX Designer,0.6,30600
21,Male,Master's,Junior DevOps Engineer,0.6,37000
25,Male,Master's,Cybersecurity Analyst,5.3,93500
25,Male,Bachelor's,Data Analyst,4.2,75100
27,Female,PhD,Senior Web Developer,7.8,130500
25,Female,Master's,QA Engineer,4.5,90500
31,Male,Master's,Senior Data Analyst,11.2,158900
21,Female,Master's,Junior Mobile App Developer,1.7,45500
33,Male,Bachelor's,Senior Mobile App Developer,9.7,127600
46,Male,Bachelor's,Head of Cloud Infrastructure,26.8,256900
35,Male,PhD,Infrastructure Manager,15.7,191300
27,Male,PhD,Cloud Support Engineer,5.7,112700
22,Male,Bachelor's,Technical Support Engineer,3.9,67000
27,Male,Bachelor's,DevOps Engineer,4.8,76300
24,Male,Master's,Network Engineer,2.5,59600
22,Male,Bachelor's,Junior QA Tester,1.6,42900
26,Male,Bachelor's,Network Engineer,5.7,87500
20,Female,Master's,Junior Business Intelligence Analyst,1.3,39100
25,Female,PhD,Mobile App Developer,2.7,66600
25,Female,Bachelor's,Technical Support Engineer,4.5,76200
52,Male,Bachelor's,VP of Engineering,29.7,266900
33,Male,Bachelor's,Senior Mobile App Developer,11.0,141500
25,Female,Bachelor's,Cybersecurity Analyst,4.9,86400
28,Male,Master's,Senior Data Engineer,6.7,98600
31,Male,Master's,IT Project Manager,11.6,167200
31,Male,Bachelor's,Senior Full Stack Developer,9.8,131100
30,Female,Bachelor's,Senior QA Engineer,8.0,98400
30,Female,Master's,Senior Network Engineer,7.8,122600
33,Male,Master's,Senior IT Consultant,11.7,167400
19,Female,Bachelor's,Junior Network Technician,0.7,34200
29,Female,Bachelor's,Senior QA Engineer,6.8,95400
23,Male,Bachelor's,Junior System Administrator,0.5,32600
28,Male,Bachelor's,Senior UI/UX Designer,6.4,89800
23,Female,Bachelor's,Junior Cybersecurity Analyst,2.0,48700
26,Male,Master's,Cloud Support Engineer,4.5,85300
35,Female,Master's,Solutions Architect,15.9,188300
30,Female,Master's,QA Manager,10.1,144300
27,Female,Bachelor's,Full Stack Developer,5.6,90400
22,Male,Bachelor's,Junior DevOps Engineer,0.7,32100
34,Male,Master's,Lead Data Scientist,12.6,155400
23,Male,Master's,System Administrator,3.4,68500
22,Male,Bachelor's,Junior Business Intelligence Analyst,0.2,30300
24,Female,PhD,Junior Cybersecurity Analyst,1.2,42500
29,Female,Master's,Senior UI/UX Designer,10.6,151700
23,Male,Master's,Junior Data Analyst,1.6,41300
24,Female,Bachelor's,IT Business Analyst,2.2,51000
26,Female,Master's,Backend Developer,4.0,71900
20,Male,Bachelor's,Junior Web Developer,0.9,34300
24,Male,Bachelor's,Junior Data Analyst,1.8,44900
26,Female,Bachelor's,Backend Developer,3.7,63100
39,Male,Master's,Chief Information Officer,19.7,207000
34,Female,Bachelor's,Site Reliability Engineer,11.9,146700
23,Male,Bachelor's,Junior Software Developer,1.0,38700
34,Male,Master's,Site Reliability Engineer,11.4,154000
34,Female,Bachelor's,Senior Frontend Developer,11.2,142500
24,Male,Bachelor's,Junior DevOps Engineer,1.0,34600
29,Male,Bachelor's,Senior Automation Engineer,6.1,94500
20,Male,Master's,Junior DevOps Engineer,0.2,29800
24,Male,Bachelor's,Network Engineer,3.3,61800
30,Male,Bachelor's,Senior Network Engineer,7.7,108200
48,Male,PhD,Director of Data Science,27.8,282900
26,Female,Master's,UI/UX Designer,3.3,70000
31,Male,Bachelor's,Senior Full Stack Developer,9.5,133600
22,Female,Master's,Junior Web Developer,1.7,47100
35,Male,Master's,QA Manager,15.2,177900
29,Female,Bachelor's,Senior Data Engineer,7.7,101900
21,Female,Bachelor's,Junior Cloud Support Engineer,1.7,41800
35,Male,Master's,Director of Engineering,15.1,184600
30,Female,Bachelor's,Senior Software Engineer,7.0,97300
22,Male,Master's,Junior Database Administrator,1.2,40600
26,Male,Master's,Senior Frontend Developer,7.1,108300
22,Male,Bachelor's,Junior DevOps Engineer,0.6,31200
27,Female,Bachelor's,Senior Mobile App Developer,8.5,117600
25,Female,Master's,UI/UX Designer,2.5,57700
30,Female,Bachelor's,Lead DevOps Engineer,10.9,135700
20,Male,Bachelor's,Junior DevOps Engineer,0.2,26900
25,Male,Master's,Software Test Engineer,2.5,60400
30,Female,Master's,Senior DevOps Engineer,9.1,130900
31,Female,Bachelor's,Senior DevOps Engineer,9.3,133000
24,Female,PhD,Automation Engineer,2.3,56000
33,Female,Master's,Database Manager,12.8,156500
20,Female,Bachelor's,Junior System Administrator,1.0,35300
32,Male,PhD,Principal Engineer,11.9,148000
23,Female,Bachelor's,Help Desk Technician,1.3,38900
26,Male,PhD,Frontend Developer,4.4,84200
34,Male,Master's,IT Project Manager,11.0,157000
26,Female,Bachelor's,Network Engineer,4.3,74900
23,Male,Master's,Junior Database Administrator,1.1,41200
24,Male,Bachelor's,Junior Software Developer,1.0,36000
36,Female,Master's,Database Manager,14.6,182200
25,Male,PhD,Cybersecurity Analyst,2.6,63200
32,Female,Master's,Senior Automation Engineer,11.3,151300
27,Male,Bachelor's,Frontend Developer,5.1,81600
23,Male,Bachelor's,Junior Software Developer,1.2,36700
28,Female,Master's,Senior Full Stack Developer,6.4,88300
27,Male,Master's,Data Engineer,7.1,110900
36,Female,PhD,Engineering Manager,16.0,197500
36,Female,PhD,Lead Data Engineer,14.3,186800
24,Female,Bachelor's,Technical Support Engineer,3.9,75000
25,Male,Master's,Technical Support Engineer,4.6,78100
33,Male,Master's,Technical Program Manager,10.6,141800
31,Male,Bachelor's,Senior Backend Developer,10.5,128500
31,Male,Bachelor's,IT Project Manager,8.3,117900
20,Female,Bachelor's,Junior Network Technician,1.2,36400
24,Male,Bachelor's,Help Desk Technician,1.3,40400
30,Female,PhD,Senior Database Administrator,11.1,163200
23,Female,Bachelor's,Business Intelligence Analyst,3.8,69300
49,Male,PhD,Director of Data Science,26.9,283700
20,Male,Bachelor's,Junior Business Intelligence Analyst,1.1,35600
34,Female,Master's,Lead Data Scientist,11.1,150000
22,Male,Bachelor's,Automation Engineer,2.6,55400
29,Male,Master's,Senior Automation Engineer,7.3,110400
22,Female,Master's,Junior UI/UX Designer,1.7,46800
23,Male,Bachelor's,Junior DevOps Engineer,0.3,26900
29,Male,Master's,Senior QA Engineer,8.6,127200
27,Male,Master's,DevOps Engineer,5.6,89400
28,Female,Master's,Senior Web Developer,7.2,111800
20,Male,Master's,Junior Network Technician,0.9,39200
23,Male,Bachelor's,Junior Software Developer,0.7,34600
25,Female,Master's,Software Test Engineer,3.4,69500
28,Female,PhD,Automation Engineer,5.1,95800
23,Female,Bachelor's,QA Engineer,4.8,83100
24,Male,PhD,QA Engineer,3.2,65600
28,Female,Bachelor's,Business Intelligence Analyst,5.7,94300
27,Male,PhD,Software Engineer,5.7,96300
35,Female,Master's,Lead Data Engineer,15.9,188000
21,Male,PhD,Junior DevOps Engineer,0.2,30600
37,Female,Bachelor's,QA Manager,17.4,184500
23,Male,Master's,Junior Cloud Support Engineer,1.5,41800
36,Female,Master's,Director of Engineering,17.2,199700
25,Male,Master's,Junior Database Administrator,1.8,45300
28,Female,Master's,Senior UI/UX Designer,7.4,110500
20,Male,Bachelor's,Junior Network Technician,0.2,27500
21,Male,Master's,Junior Business Intelligence Analyst,1.6,45200
23,Male,Bachelor's,Business Intelligence Analyst,2.0,39300
33,Male,Bachelor's,Lead Software Engineer,12.1,149800
25,Female,Master's,Senior Cloud Engineer,6.3,98200
31,Female,PhD,Senior Backend Developer,9.4,137400
22,Female,Master's,Junior Network Technician,0.9,35800
37,Female,Master's,Director of Software Development,16.1,168600
22,Male,Bachelor's,Junior UI/UX Designer,1.6,42900
36,Female,PhD,Technical Program Manager,13.4,172400
39,Male,Master's,Solutions Architect,16.5,185500
21,Female,Bachelor's,Junior Software Developer,1.3,38600
32,Male,PhD,Senior System Administrator,10.8,162300
39,Male,Master's,Director of Data Science,16.5,195700
28,Male,Master's,Senior Cloud Engineer,9.0,128600
24,Male,Master's,Business Intelligence Analyst,5.0,85300
27,Male,Bachelor's,Network Engineer,4.9,80700
34,Female,Master's,Infrastructure Manager,12.1,159900
26,Female,Master's,Network Engineer,3.9,73100
20,Male,Bachelor's,Help Desk Technician,0.7,26800
22,Male,Bachelor's,Trainee Software Engineer,0.1,28100
27,Female,Master's,QA Engineer,5.1,87300
27,Female,Bachelor's,Information Security Analyst,7.9,102900
21,Male,Bachelor's,Junior Database Administrator,1.7,40300
30,Female,Master's,Cloud Solutions Architect,9.9,143200
23,Male,Master's,IT Business Analyst,3.2,69600
27,Male,PhD,Cloud Support Engineer,4.3,82800
31,Male,Master's,Senior DevOps Engineer,9.2,123700
26,Male,Master's,Web Developer,5.3,88300
50,Female,Master's,Chief Information Officer,27.4,261100
32,Male,Master's,QA Manager,10.4,139300
24,Female,Bachelor's,Frontend Developer,2.6,55500
35,Male,PhD,Technical Program Manager,12.8,171600
27,Female,Bachelor's,Full Stack Developer,5.8,94700
26,Male,Bachelor's,Frontend Developer,5.7,83300
21,Male,Bachelor's,Junior Business Intelligence Analyst,0.8,35100
28,Female,Bachelor's,Senior Network Engineer,7.0,97200
32,Female,Master's,Senior Mobile App Developer,10.3,149600
29,Male,Bachelor's,Data Scientist,10.6,134600
24,Male,Bachelor's,Technical Support Engineer,3.6,67200
24,Male,Master's,Frontend Developer,3.6,67900
26,Female,Bachelor's,IT Business Analyst,4.1,69000
25,Male,Master's,Database Administrator,3.7,79100
30,Male,Bachelor's,Technical Program Manager,10.5,129300
24,Female,Master's,Frontend Developer,4.6,80400
30,Male,Bachelor's,Information Security Analyst,9.6,128800
26,Female,Master's,Cybersecurity Analyst,4.2,79300
25,Male,Master's,Cybersecurity Analyst,5.4,99200
25,Male,Bachelor's,Mobile App Developer,2.5,60200
21,Female,Bachelor's,Junior UI/UX Designer,0.4,30200
24,Female,Bachelor's,IT Business Analyst,2.9,54100
35,Male,Master's,Engineering Manager,13.0,160200
29,Male,Master's,Information Security Analyst,9.7,131600
28,Female,Bachelor's,Senior Data Analyst,6.1,84800
25,Male,Bachelor's,Web Developer,3.1,62200
29,Female,Bachelor's,Information Security Analyst,9.9,123300
25,Female,Master's,Business Intelligence Analyst,5.9,97500
25,Male,Bachelor's,IT Business Analyst,2.7,50600
31,Female,Master's,Machine Learning Engineer,8.9,134300
28,Female,Bachelor's,QA Engineer,5.0,79800
33,Male,Master's,Senior System Administrator,11.1,148700
23,Male,PhD,Junior Web Developer,0.5,35100
20,Female,Bachelor's,Trainee Software Engineer,1.1,37900
22,Male,Bachelor's,Backend Developer,3.0,57200
34,Female,Bachelor's,Lead Software Engineer,14.8,159500
23,Male,Master's,Automation Engineer,3.8,74000
29,Male,Master's,Senior Data Analyst,7.5,116600
26,Female,Bachelor's,IT Consultant,3.3,62000
23,Female,Bachelor's,Software Test Engineer,3.9,70000
21,Female,Master's,Junior Web Developer,0.0,27800
33,Female,Bachelor's,Senior Cybersecurity Analyst,11.3,147400
21,Female,Master's,IT Support Technician,1.4,45200
36,Female,Master's,VP of Data & Analytics,16.6,198600
22,Male,Bachelor's,System Administrator,2.3,51000
32,Female,Bachelor's,Senior Database Administrator,9.2,129600
27,Female,PhD,Senior Automation Engineer,7.5,119200
26,Female,Bachelor's,System Administrator,4.1,67900
